gate.sh.tar.gz,73043,ccsrm02.in2p3.fr:srm01.ncg.ingrid.pt:grid05.lal.in2p3.fr
opengate_version_7.0.tar.gz,376927945,ccsrm02.in2p3.fr
file-14539084101429.zip,514388,grid05.lal.in2p3.fr
