inputs/gate.sh.tar.gz,73043,sbgse1.in2p3.fr:ccsrm02.in2p3.fr
inputs/opengate_version_7.0.tar.gz,376927945,marsedpm.in2p3.fr:sbgse1.in2p3.fr:ccsrm02.in2p3.fr
inputs/file-1032746166739830.zip,514388,marsedpm.in2p3.fr:dc2-grid-64.brunel.ac.uk:ophelia.zih.tu-dresden.de
inputs/merge.sh.tar.gz,90104213,sbgse1.in2p3.fr
